timestamp_ms,fps,frame_ms,gc_pause_ms,heap_used_mb,loaded_chunks,meshed_chunks,pending_mesh_jobs,pending_io_jobs,mesh_quads,main_thread_blocked_ms
49939,33.00,30.195,0,1377,1382,287,0,0,1846814,0
50059,33.00,29.626,0,1379,1382,287,0,0,1846814,0
50180,33.00,30.125,0,1379,1382,287,0,0,1846814,0
50300,33.00,30.277,0,1387,1364,287,0,6,1846814,0
50420,33.00,29.975,0,1391,1382,287,0,0,1846814,0
50541,33.00,30.345,0,1391,1382,287,0,0,1846814,0
50661,33.00,29.989,0,1391,1382,287,0,0,1846814,0
50782,33.00,30.388,0,1395,1378,287,0,4,1846814,0
50904,33.00,30.239,0,1395,1382,287,0,0,1846814,0
51029,33.00,30.281,0,1395,1382,287,0,0,1846814,0
51155,33.00,31.119,0,1395,1382,287,0,0,1846814,0
51279,33.00,31.910,0,1399,1359,287,0,6,1846814,0
51405,33.00,30.879,0,1405,1382,287,0,0,1846814,0
